PG.UniProtIds,gene_name,ProteinName,PG.ProteinNames,modification,cellline,condition,mean_ks,sd_ks,se_ks,mean_l2fc,sd_l2fc,se_l2fc,,,,,,
Q12904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,AIMP1_HUMAN,GCN2 KO,293T,−Arg,0.006257,NA,NA,-2.634371589,NA,NA,,,,,,
Q12904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,AIMP1_HUMAN,GCN2 KO,293T,−Leu,0.0053495,9.27E-04,5.35E-04,-3.068208515,0.529665501,0.305802519,,,,,,
Q12904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,AIMP1_HUMAN,WT,293T,Rich,0.06314,0.008053521,0.004649702,0,0,0,,,,,,
Q12904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,AIMP1_HUMAN,WT,293T,−Arg,0.00926,0.00183303,0.001058301,-2.781229312,0.462102554,0.266795034,,,,,,
Q12904,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,AIMP1_HUMAN,WT,293T,−Leu,0.006131333,0.001155664,6.67E-04,-3.37414048,0.105647751,0.060995758,,,,,,
Q12905,ILF2,interleukin enhancer binding factor 2,ILF2_HUMAN,GCN2 KO,293T,Rich,0.05766,0.027294322,0.015758384,0,0,0,,,,,,
Q12905,ILF2,interleukin enhancer binding factor 2,ILF2_HUMAN,GCN2 KO,293T,−Leu,0.008641,0.001001263,5.78E-04,-2.657444551,0.542747284,0.31335529,,,,,,
Q12905,ILF2,interleukin enhancer binding factor 2,ILF2_HUMAN,WT,293T,Rich,0.06243,0.011200571,0.006466653,0,0,0,,,,,,
Q12905,ILF2,interleukin enhancer binding factor 2,ILF2_HUMAN,WT,293T,−Leu,0.0086245,0.006456592,0.003727715,-3.081215267,1.462493274,0.844370885,,,,,,
Q12906,ILF3,interleukin enhancer binding factor 3,ILF3_HUMAN,GCN2 KO,293T,Rich,0.07106,0.025206291,0.014552859,0,0,0,,,,,,
Q12906,ILF3,interleukin enhancer binding factor 3,ILF3_HUMAN,GCN2 KO,293T,−Leu,0.010792,0.003130171,0.001807205,-2.700503679,0.655949893,0.378712847,,,,,,
Q12906,ILF3,interleukin enhancer binding factor 3,ILF3_HUMAN,WT,293T,Rich,0.08098,0.014707821,0.008491564,0,0,0,,,,,,
Q12906,ILF3,interleukin enhancer binding factor 3,ILF3_HUMAN,WT,293T,−Arg,0.0021,NA,NA,-5.44341721,NA,NA,,,,,,
Q12906,ILF3,interleukin enhancer binding factor 3,ILF3_HUMAN,WT,293T,−Leu,0.0073295,0.00142482,8.23E-04,-3.467542346,0.545721193,0.315072278,,,,,,
Q12907,LMAN2,"lectin, mannose binding 2",LMAN2_HUMAN,GCN2 KO,293T,Rich,0.07443,0.031183409,0.01800375,0,0,0,,,,,,
Q12907,LMAN2,"lectin, mannose binding 2",LMAN2_HUMAN,GCN2 KO,293T,−Arg,0.0205,NA,NA,-1.35339215,NA,NA,,,,,,
Q12907,LMAN2,"lectin, mannose binding 2",LMAN2_HUMAN,GCN2 KO,293T,−Leu,0.0165785,0.010071322,0.00581468,-2.247452203,0.314110062,0.181351529,,,,,,
Q12907,LMAN2,"lectin, mannose binding 2",LMAN2_HUMAN,WT,293T,Rich,0.102505,0.034641161,0.020000084,0,0,0,,,,,,
Q12907,LMAN2,"lectin, mannose binding 2",LMAN2_HUMAN,WT,293T,−Arg,0.0179,NA,NA,-2.826797004,NA,NA,,,,,,
Q12907,LMAN2,"lectin, mannose binding 2",LMAN2_HUMAN,WT,293T,−Leu,0.01708,0.00649124,0.003747719,-2.596971517,1.05926236,0.611565409,,,,,,
Q12931,TRAP1,TNF receptor associated protein 1,TRAP1_HUMAN,GCN2 KO,293T,Rich,0.069725,0.025604337,0.014782671,0,0,0,,,,,,
Q12931,TRAP1,TNF receptor associated protein 1,TRAP1_HUMAN,GCN2 KO,293T,−Arg,0.01099,2.12E-04,1.22E-04,-2.615264978,0.570046957,0.329116764,,,,,,
Q12931,TRAP1,TNF receptor associated protein 1,TRAP1_HUMAN,WT,293T,Rich,0.08718,0.038876991,0.022445641,0,0,0,,,,,,
Q12931,TRAP1,TNF receptor associated protein 1,TRAP1_HUMAN,WT,293T,−Arg,0.0110485,0.005022579,0.002899788,-3.167705938,0.012433366,0.007178407,,,,,,
Q12931,TRAP1,TNF receptor associated protein 1,TRAP1_HUMAN,WT,293T,−Leu,0.008709,0.003918786,0.002262512,-2.970914773,0.741522738,0.428118352,,,,,,
Q12996,CSTF3,cleavage stimulation factor subunit 3,CSTF3_HUMAN,GCN2 KO,293T,Rich,0.039085,0.005932626,0.003425203,0,0,0,,,,,,
Q12996,CSTF3,cleavage stimulation factor subunit 3,CSTF3_HUMAN,GCN2 KO,293T,−Leu,0.011775,0.001689985,9.76E-04,-1.729997995,0.012054791,0.006959837,,,,,,
Q12996,CSTF3,cleavage stimulation factor subunit 3,CSTF3_HUMAN,WT,293T,Rich,0.03993,NA,NA,0,NA,NA,,,,,,
Q12996,CSTF3,cleavage stimulation factor subunit 3,CSTF3_HUMAN,WT,293T,−Leu,0.005212,NA,NA,-2.937564083,NA,NA,,,,,,
Q13123,IK,IK cytokine,RED_HUMAN,GCN2 KO,293T,Rich,0.1033,NA,NA,0,NA,NA,,,,,,
Q13123,IK,IK cytokine,RED_HUMAN,GCN2 KO,293T,−Leu,0.0221,NA,NA,-2.224721979,NA,NA,,,,,,
Q13148,TARDBP,TAR DNA binding protein,TADBP_HUMAN,GCN2 KO,293T,Rich,0.06957,0.03920158,0.022633043,0,0,0,,,,,,
Q13148,TARDBP,TAR DNA binding protein,TADBP_HUMAN,GCN2 KO,293T,−Arg,0.001057,NA,NA,-5.520532269,NA,NA,,,,,,
Q13148,TARDBP,TAR DNA binding protein,TADBP_HUMAN,GCN2 KO,293T,−Leu,0.014916667,0.002185322,0.001261696,-2.093582616,0.543319868,0.313685872,,,,,,
Q13148,TARDBP,TAR DNA binding protein,TADBP_HUMAN,WT,293T,Rich,0.10899,0.051769753,0.029889281,0,0,0,,,,,,
Q13148,TARDBP,TAR DNA binding protein,TADBP_HUMAN,WT,293T,−Arg,0.006757,0.002728018,0.001575022,-4.191799373,0.122993305,0.071010218,,,,,,
Q13148,TARDBP,TAR DNA binding protein,TADBP_HUMAN,WT,293T,−Leu,0.016483667,0.006719057,0.00387925,-2.71145844,0.903526781,0.52165143,,,,,,
Q13151,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,GCN2 KO,293T,Rich,0.067833333,0.031179683,0.018001598,0,0,0,,,,,,
Q13151,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,GCN2 KO,293T,−Arg,0.01223,0.002036468,0.001175755,-2.819021271,0.311205205,0.179674409,,,,,,
Q13151,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,GCN2 KO,293T,−Leu,0.009054,0.003045298,0.001758204,-2.830152924,0.369113554,0.21310781,,,,,,
Q13151,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,WT,293T,Rich,0.077586667,0.029912568,0.017270029,0,0,0,,,,,,
Q13151,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,WT,293T,−Arg,0.013533333,0.003707376,0.002140454,-2.487261924,0.14886966,0.085949938,,,,,,
Q13151,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,ROA0_HUMAN,WT,293T,−Leu,0.012320333,0.002575675,0.001487067,-2.611679786,0.576912218,0.333080424,,,,,,
Q13162,PRDX4,peroxiredoxin 4,PRDX4_HUMAN,GCN2 KO,293T,Rich,0.079606667,0.037369943,0.021575547,0,0,0,,,,,,
Q13162,PRDX4,peroxiredoxin 4,PRDX4_HUMAN,GCN2 KO,293T,−Arg,0.0101235,0.00330431,0.001907744,-3.332298257,0.732347996,0.422821313,,,,,,
Q13162,PRDX4,peroxiredoxin 4,PRDX4_HUMAN,GCN2 KO,293T,−Leu,0.023426667,0.006283966,0.00362805,-1.668547458,1.09910664,0.634569514,,,,,,
Q13162,PRDX4,peroxiredoxin 4,PRDX4_HUMAN,WT,293T,Rich,0.09968,0.035964784,0.020764278,0,0,0,,,,,,
Q13162,PRDX4,peroxiredoxin 4,PRDX4_HUMAN,WT,293T,−Leu,0.011672667,0.003380515,0.001951741,-3.078007495,0.64941608,0.374940549,,,,,,
Q13177,PAK2,p21 (RAC1) activated kinase 2,PAK2_HUMAN,GCN2 KO,293T,Rich,0.03459,0.0120491,0.006956551,0,0,0,,,,,,
Q13177,PAK2,p21 (RAC1) activated kinase 2,PAK2_HUMAN,GCN2 KO,293T,−Arg,0.004093,NA,NA,-2.671160011,NA,NA,,,,,,
Q13177,PAK2,p21 (RAC1) activated kinase 2,PAK2_HUMAN,GCN2 KO,293T,−Leu,0.0043215,0.001717562,9.92E-04,-3.014951575,0.076148133,0.043964145,,,,,,
Q13185,CBX3,chromobox 3,CBX3_HUMAN,GCN2 KO,293T,Rich,0.086103333,0.038168901,0.022036825,0,0,0,,,,,,
Q13185,CBX3,chromobox 3,CBX3_HUMAN,GCN2 KO,293T,−Leu,0.008754333,0.002045982,0.001181249,-3.23868963,0.655465886,0.378433405,,,,,,
Q13185,CBX3,chromobox 3,CBX3_HUMAN,WT,293T,Rich,0.11596,0.05800492,0.033489156,0,0,0,,,,,,
Q13185,CBX3,chromobox 3,CBX3_HUMAN,WT,293T,−Arg,0.005054,1.73E-04,9.96E-05,-4.397326794,1.002675269,0.578894836,,,,,,
Q13185,CBX3,chromobox 3,CBX3_HUMAN,WT,293T,−Leu,0.010649667,0.002510217,0.001449275,-3.349457856,0.809245797,0.467218279,,,,,,
Q13200,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2_HUMAN,GCN2 KO,293T,Rich,0.034675,0.001845549,0.001065528,0,0,0,,,,,,
Q13200,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2_HUMAN,GCN2 KO,293T,−Arg,0.0042375,0.002503865,0.001445607,-3.169980267,0.831192423,0.479889169,,,,,,
Q13200,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2_HUMAN,GCN2 KO,293T,−Leu,0.002966,2.90E-04,1.67E-04,-3.549737149,0.218065006,0.12589989,,,,,,
Q13200,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2_HUMAN,WT,293T,Rich,0.077166667,0.022409001,0.012937843,0,0,0,,,,,,
Q13200,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2_HUMAN,WT,293T,−Arg,0.005817,0.002015254,0.001163508,-3.962276704,0.756764709,0.436918308,,,,,,
Q13200,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",PSMD2_HUMAN,WT,293T,−Leu,0.003231333,2.39E-04,1.38E-04,-4.537674867,0.512987124,0.296173254,,,,,,
Q13242,SRSF9,serine and arginine rich splicing factor 9,SRSF9_HUMAN,GCN2 KO,293T,Rich,0.1144,NA,NA,0,NA,NA,,,,,,
Q13242,SRSF9,serine and arginine rich splicing factor 9,SRSF9_HUMAN,GCN2 KO,293T,−Arg,0.007831,NA,NA,-3.868746694,NA,NA,,,,,,
Q13242,SRSF9,serine and arginine rich splicing factor 9,SRSF9_HUMAN,GCN2 KO,293T,−Leu,0.08247,NA,NA,-0.472145739,NA,NA,,,,,,
Q13242,SRSF9,serine and arginine rich splicing factor 9,SRSF9_HUMAN,WT,293T,Rich,0.1708,0.039315137,0.022698605,0,0,0,,,,,,
Q13242,SRSF9,serine and arginine rich splicing factor 9,SRSF9_HUMAN,WT,293T,−Leu,0.025605,0.010373256,0.005989002,-2.780209885,0.93636098,0.540608264,,,,,,
Q13263,TRIM28,tripartite motif containing 28,TIF1B_HUMAN,GCN2 KO,293T,Rich,0.071166667,0.008564055,0.004944459,0,0,0,,,,,,
Q13263,TRIM28,tripartite motif containing 28,TIF1B_HUMAN,GCN2 KO,293T,−Arg,0.013793333,6.60E-04,3.81E-04,-2.361225982,0.22405621,0.129358913,,,,,,
Q13263,TRIM28,tripartite motif containing 28,TIF1B_HUMAN,GCN2 KO,293T,−Leu,0.023273333,0.006271247,0.003620706,-1.637848023,0.5300537,0.306026646,,,,,,
Q13263,TRIM28,tripartite motif containing 28,TIF1B_HUMAN,WT,293T,Rich,0.095966667,0.02142763,0.012371248,0,0,0,,,,,,
Q13263,TRIM28,tripartite motif containing 28,TIF1B_HUMAN,WT,293T,−Arg,0.01857,0.007262527,0.004193022,-2.413980952,0.321414186,0.185568567,,,,,,
Q13263,TRIM28,tripartite motif containing 28,TIF1B_HUMAN,WT,293T,−Leu,0.01519,0.004562105,0.002633932,-2.67874497,0.74751747,0.431579413,,,,,,
Q13283,G3BP1,G3BP stress granule assembly factor 1,G3BP1_HUMAN,GCN2 KO,293T,Rich,0.05915,0.011815024,0.006821407,0,0,0,,,,,,
Q13283,G3BP1,G3BP stress granule assembly factor 1,G3BP1_HUMAN,GCN2 KO,293T,−Arg,0.008285,0.009793429,0.005654239,-3.759023996,2.121750101,1.224992992,,,,,,
Q13283,G3BP1,G3BP stress granule assembly factor 1,G3BP1_HUMAN,GCN2 KO,293T,−Leu,0.024735,0.001902117,0.001098188,-1.324572134,0.443039548,0.255789002,,,,,,
Q13283,G3BP1,G3BP stress granule assembly factor 1,G3BP1_HUMAN,WT,293T,Rich,0.07969,0.014691865,0.008482352,0,0,0,,,,,,
Q13283,G3BP1,G3BP stress granule assembly factor 1,G3BP1_HUMAN,WT,293T,−Arg,0.0096975,3.46E-04,2.00E-04,-2.916871474,0.252160336,0.145584838,,,,,,
Q13283,G3BP1,G3BP stress granule assembly factor 1,G3BP1_HUMAN,WT,293T,−Leu,0.017763333,0.005880904,0.003395342,-2.202350586,0.722635032,0.41721353,,,,,,
Q13310,PABPC4,poly(A) binding protein cytoplasmic 4,PABP4_HUMAN,GCN2 KO,293T,Rich,0.074385,0.033212806,0.019175422,0,0,0,,,,,,
Q13310,PABPC4,poly(A) binding protein cytoplasmic 4,PABP4_HUMAN,GCN2 KO,293T,−Leu,0.013875,5.59E-04,3.23E-04,-2.347363262,0.608844539,0.351516559,,,,,,
Q13310,PABPC4,poly(A) binding protein cytoplasmic 4,PABP4_HUMAN,WT,293T,Rich,0.065423333,0.015596834,0.009004836,0,0,0,,,,,,
Q13310,PABPC4,poly(A) binding protein cytoplasmic 4,PABP4_HUMAN,WT,293T,−Arg,0.010388667,0.003160876,0.001824933,-2.666767494,0.75664838,0.436851146,,,,,,
Q13310,PABPC4,poly(A) binding protein cytoplasmic 4,PABP4_HUMAN,WT,293T,−Leu,0.011506667,0.005326438,0.003075221,-2.571567475,0.970117006,0.560097314,,,,,,
Q13330,MTA1,metastasis associated 1,MTA1_HUMAN,GCN2 KO,293T,Rich,0.06948,NA,NA,0,NA,NA,,,,,,
Q13330,MTA1,metastasis associated 1,MTA1_HUMAN,GCN2 KO,293T,−Arg,0.01422,NA,NA,-2.288676289,NA,NA,,,,,,
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,GCN2 KO,293T,Rich,0.09726,0.010804592,0.006238034,0,0,0,,,,,,
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,GCN2 KO,293T,−Arg,0.02419,0.002093036,0.001208415,-2.005676249,0.285584615,0.164882355,,,,,,
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,GCN2 KO,293T,−Leu,0.03608,0.011073292,0.006393168,-1.460981549,0.289331563,0.167045656,,,,,,
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,WT,293T,Rich,0.1414,0.004956813,0.002861818,0,0,0,,,,,,
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,WT,293T,−Arg,0.035116667,0.014393698,0.008310205,-2.08443055,0.553127183,0.319348128,,,,,,
Q13347,EIF3I,eukaryotic translation initiation factor 3 subunit I,EIF3I_HUMAN,WT,293T,−Leu,0.017483333,0.005474361,0.003160624,-3.069209071,0.449093762,0.259284404,,,,,,
Q13409,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,DC1I2_HUMAN,GCN2 KO,293T,Rich,0.09826,NA,NA,0,NA,NA,,,,,,
Q13409,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,DC1I2_HUMAN,GCN2 KO,293T,−Leu,0.006463,NA,NA,-3.926328342,NA,NA,,,,,,
Q13409,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,DC1I2_HUMAN,WT,293T,Rich,0.031195,1.20E-04,6.94E-05,0,0,0,,,,,,
Q13409,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,DC1I2_HUMAN,WT,293T,−Arg,0.06579,NA,NA,1.0726278,NA,NA,,,,,,
Q13409,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,DC1I2_HUMAN,WT,293T,−Leu,0.005963,0.001025305,5.92E-04,-2.397942095,0.254856066,0.147141219,,,,,,
Q13423,NNT,nicotinamide nucleotide transhydrogenase,NNTM_HUMAN,WT,293T,Rich,0.0426,NA,NA,0,NA,NA,,,,,,
Q13423,NNT,nicotinamide nucleotide transhydrogenase,NNTM_HUMAN,WT,293T,−Arg,0.01792,NA,NA,-1.249282793,NA,NA,,,,,,
Q13428,TCOF1,treacle ribosome biogenesis factor 1,TCOF_HUMAN,GCN2 KO,293T,Rich,0.062176667,0.03302801,0.01906873,0,0,0,,,,,,
Q13428,TCOF1,treacle ribosome biogenesis factor 1,TCOF_HUMAN,GCN2 KO,293T,−Arg,0.01167,0.009758074,0.005633826,-2.194281041,1.551942737,0.896014557,,,,,,
Q13428,TCOF1,treacle ribosome biogenesis factor 1,TCOF_HUMAN,GCN2 KO,293T,−Leu,0.017153333,0.001670938,9.65E-04,-1.738547774,0.847074878,0.489058909,,,,,,
Q13428,TCOF1,treacle ribosome biogenesis factor 1,TCOF_HUMAN,WT,293T,Rich,0.086966667,0.030571832,0.017650656,0,0,0,,,,,,
Q13428,TCOF1,treacle ribosome biogenesis factor 1,TCOF_HUMAN,WT,293T,−Arg,0.019456667,0.001521392,8.78E-04,-2.104487939,0.41240257,0.238100735,,,,,,
Q13428,TCOF1,treacle ribosome biogenesis factor 1,TCOF_HUMAN,WT,293T,−Leu,0.020313333,0.009989256,0.0057673,-2.149404031,1.062810016,0.613613649,,,,,,
Q13435,SF3B2,splicing factor 3b subunit 2,SF3B2_HUMAN,GCN2 KO,293T,Rich,0.06063,0.012655856,0.007306862,0,0,0,,,,,,
Q13435,SF3B2,splicing factor 3b subunit 2,SF3B2_HUMAN,GCN2 KO,293T,−Arg,0.022623333,0.002757614,0.001592109,-1.407034397,0.464486935,0.268171657,,,,,,
Q13435,SF3B2,splicing factor 3b subunit 2,SF3B2_HUMAN,GCN2 KO,293T,−Leu,0.029533333,0.005021477,0.002899151,-1.029845572,0.125008199,0.072173517,,,,,,
Q13435,SF3B2,splicing factor 3b subunit 2,SF3B2_HUMAN,WT,293T,Rich,0.0719,0.022015622,0.012710725,0,0,0,,,,,,
Q13435,SF3B2,splicing factor 3b subunit 2,SF3B2_HUMAN,WT,293T,−Arg,0.02071,0.006906606,0.003987531,-1.797440223,0.648311427,0.374302777,,,,,,
Q13435,SF3B2,splicing factor 3b subunit 2,SF3B2_HUMAN,WT,293T,−Leu,0.018093333,0.0048368,0.002792528,-1.969868045,0.85844664,0.495624399,,,,,,
Q13451,FKBP5,FKBP prolyl isomerase 5,FKBP5_HUMAN,WT,293T,Rich,0.06214,NA,NA,0,NA,NA,,,,,,
Q13451,FKBP5,FKBP prolyl isomerase 5,FKBP5_HUMAN,WT,293T,−Arg,0.0122,NA,NA,-2.348641094,NA,NA,,,,,,
Q13451,FKBP5,FKBP prolyl isomerase 5,FKBP5_HUMAN,WT,293T,−Leu,0.01136,NA,NA,-2.451559407,NA,NA,,,,,,
Q13492,PICALM,phosphatidylinositol binding clathrin assembly protein,PICAL_HUMAN,GCN2 KO,293T,Rich,0.08413,NA,NA,0,NA,NA,,,,,,
Q13492,PICALM,phosphatidylinositol binding clathrin assembly protein,PICAL_HUMAN,GCN2 KO,293T,−Leu,0.008603,NA,NA,-3.289708601,NA,NA,,,,,,
Q13492,PICALM,phosphatidylinositol binding clathrin assembly protein,PICAL_HUMAN,WT,293T,Rich,0.08173,NA,NA,0,NA,NA,,,,,,
Q13492,PICALM,phosphatidylinositol binding clathrin assembly protein,PICAL_HUMAN,WT,293T,−Leu,0.01076,NA,NA,-2.925187657,NA,NA,,,,,,
Q13526,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1_HUMAN,GCN2 KO,293T,Rich,0.053585,0.01277742,0.007377047,0,0,0,,,,,,
Q13526,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1_HUMAN,GCN2 KO,293T,−Arg,0.04155,NA,NA,-0.100576955,NA,NA,,,,,,
Q13526,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1_HUMAN,GCN2 KO,293T,−Leu,0.03135,0.011271282,0.006507478,-0.800755344,0.877651369,0.506712254,,,,,,
Q13526,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1_HUMAN,WT,293T,Rich,0.07858,0.002177889,0.001257405,0,0,0,,,,,,
Q13526,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1_HUMAN,WT,293T,−Arg,0.03038,NA,NA,-1.342485833,NA,NA,,,,,,
Q13526,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",PIN1_HUMAN,WT,293T,−Leu,0.02645,5.80E-04,3.35E-04,-1.570790686,0.00836144,0.00482748,,,,,,
Q13547,HDAC1,histone deacetylase 1,HDAC1_HUMAN,GCN2 KO,293T,Rich,0.08725,0.041456521,0.023934933,0,0,0,,,,,,
Q13547,HDAC1,histone deacetylase 1,HDAC1_HUMAN,GCN2 KO,293T,−Leu,0.024953333,0.003160891,0.001824941,-1.689785946,0.897276381,0.51804276,,,,,,
Q13547,HDAC1,histone deacetylase 1,HDAC1_HUMAN,WT,293T,Rich,0.12046,0.022058985,0.012735761,0,0,0,,,,,,
Q13547,HDAC1,histone deacetylase 1,HDAC1_HUMAN,WT,293T,−Arg,0.017063333,0.00588946,0.003400281,-2.855116992,0.482636093,0.278650078,,,,,,
Q13547,HDAC1,histone deacetylase 1,HDAC1_HUMAN,WT,293T,−Leu,0.02545,0.009539481,0.005507622,-2.305786532,0.843747664,0.487137941,,,,,,
Q13561,DCTN2,dynactin subunit 2,DCTN2_HUMAN,GCN2 KO,293T,Rich,0.04814,0.012529932,0.00723416,0,0,0,,,,,,
Q13561,DCTN2,dynactin subunit 2,DCTN2_HUMAN,GCN2 KO,293T,−Arg,0.00861,NA,NA,-2.189709787,NA,NA,,,,,,
Q13561,DCTN2,dynactin subunit 2,DCTN2_HUMAN,GCN2 KO,293T,−Leu,0.010116,0.003484622,0.002011848,-2.269858074,0.886987769,0.512102627,,,,,,
Q13561,DCTN2,dynactin subunit 2,DCTN2_HUMAN,WT,293T,Rich,0.072995,0.017515035,0.01011231,0,0,0,,,,,,
Q13561,DCTN2,dynactin subunit 2,DCTN2_HUMAN,WT,293T,−Arg,0.015665,0.003754737,0.002167798,-2.22020677,3.85E-04,2.22E-04,,,,,,
Q13561,DCTN2,dynactin subunit 2,DCTN2_HUMAN,WT,293T,−Leu,0.01222,0.00205061,0.00118392,-2.567711256,0.106311614,0.061379039,,,,,,
Q13573,SNW1,SNW domain containing 1,SNW1_HUMAN,GCN2 KO,293T,Rich,0.087815,0.039152502,0.022604708,0,0,0,,,,,,
Q13573,SNW1,SNW domain containing 1,SNW1_HUMAN,GCN2 KO,293T,−Leu,0.03151,3.82E-04,2.20E-04,-1.403196163,0.683390886,0.394555912,,,,,,
Q13573,SNW1,SNW domain containing 1,SNW1_HUMAN,WT,293T,Rich,0.114665,0.051951135,0.029994002,0,0,0,,,,,,
Q13573,SNW1,SNW domain containing 1,SNW1_HUMAN,WT,293T,−Arg,0.01142,NA,NA,-3.72873065,NA,NA,,,,,,
Q13573,SNW1,SNW domain containing 1,SNW1_HUMAN,WT,293T,−Leu,0.019965,5.73E-04,3.31E-04,-2.444059883,0.718883004,0.415047296,,,,,,
Q13596,SNX1,sorting nexin 1,SNX1_HUMAN,GCN2 KO,293T,Rich,0.07882,NA,NA,0,NA,NA,,,,,,
Q13596,SNX1,sorting nexin 1,SNX1_HUMAN,GCN2 KO,293T,−Leu,0.02275,NA,NA,-1.792695204,NA,NA,,,,,,
Q13616,CUL1,cullin 1,CUL1_HUMAN,GCN2 KO,293T,Rich,0.067943333,0.017142469,0.009897209,0,0,0,,,,,,
Q13616,CUL1,cullin 1,CUL1_HUMAN,GCN2 KO,293T,−Arg,0.0094295,0.001400779,8.09E-04,-2.630240428,0.256926174,0.148336396,,,,,,
Q13616,CUL1,cullin 1,CUL1_HUMAN,GCN2 KO,293T,−Leu,0.01828,NA,NA,-2.262146259,NA,NA,,,,,,
Q13616,CUL1,cullin 1,CUL1_HUMAN,WT,293T,Rich,0.088805,0.004589123,0.002649531,0,0,0,,,,,,
Q13616,CUL1,cullin 1,CUL1_HUMAN,WT,293T,−Arg,0.021875,0.008223652,0.004747928,-2.073258629,0.481123884,0.277777004,,,,,,
Q13616,CUL1,cullin 1,CUL1_HUMAN,WT,293T,−Leu,0.0138,0.005331585,0.003078192,-2.740959203,0.497316222,0.287125655,,,,,,
Q13620,CUL4B,cullin 4B,CUL4B_HUMAN,GCN2 KO,293T,Rich,0.05783,NA,NA,0,NA,NA,,,,,,
Q13620,CUL4B,cullin 4B,CUL4B_HUMAN,GCN2 KO,293T,−Leu,0.0114,NA,NA,-2.342784278,NA,NA,,,,,,
Q13620,CUL4B,cullin 4B,CUL4B_HUMAN,WT,293T,Rich,0.0917,0.021354625,0.012329098,0,0,0,,,,,,
Q13620,CUL4B,cullin 4B,CUL4B_HUMAN,WT,293T,−Leu,0.014925,0.003288047,0.001898355,-2.617082019,0.018612975,0.010746206,,,,,,
Q13642,FHL1,four and a half LIM domains 1,FHL1_HUMAN,GCN2 KO,293T,Rich,0.03995,NA,NA,0,NA,NA,,,,,,
Q13642,FHL1,four and a half LIM domains 1,FHL1_HUMAN,GCN2 KO,293T,−Arg,0.02734,NA,NA,-0.54718226,NA,NA,,,,,,
Q13642,FHL1,four and a half LIM domains 1,FHL1_HUMAN,GCN2 KO,293T,−Leu,0.01656,NA,NA,-1.27049283,NA,NA,,,,,,
Q13642,FHL1,four and a half LIM domains 1,FHL1_HUMAN,WT,293T,Rich,0.03759,0.008598418,0.004964299,0,0,0,,,,,,
Q13642,FHL1,four and a half LIM domains 1,FHL1_HUMAN,WT,293T,−Arg,0.023305,0.001576848,9.10E-04,-0.672239709,0.235239749,0.135815733,,,,,,
Q13642,FHL1,four and a half LIM domains 1,FHL1_HUMAN,WT,293T,−Leu,0.014825,9.69E-04,5.59E-04,-1.324735739,0.238589291,0.137749591,,,,,,
Q13813,SPTAN1,"spectrin alpha, non-erythrocytic 1",SPTN1_HUMAN,GCN2 KO,293T,Rich,0.059256667,0.018436394,0.010644257,0,0,0,,,,,,
Q13813,SPTAN1,"spectrin alpha, non-erythrocytic 1",SPTN1_HUMAN,GCN2 KO,293T,−Arg,0.00558,0.001820093,0.001050831,-3.686228432,0.497154574,0.287032327,,,,,,
